,O0,O1,O2,O3,Os,Oz,cGA
29,13.58533409727295,13.48481835409184,13.475212695843773,13.463306332290639,13.495127439093078,13.489935780178524,13.34788080479321
30,13.460070012361276,13.519344931360335,13.452809215691639,13.463018835398602,13.442506587537936,13.51808952690009,13.337337146518054
31,13.470969403465512,13.455690352669917,13.472279764808947,13.462538343686843,13.452952183511108,13.453431329252432,13.328260519001168
32,13.457381048111245,13.453074221665972,13.457254933466436,13.457090319300535,13.460800596917979,13.554065144055755,13.345492822544417
33,13.468546861696057,13.482405903295614,13.470834978150902,13.510316434551962,13.465048535194247,13.465314091254957,13.342750249862672
34,13.458316702106035,13.451577736610547,13.48048186931829,13.44823531150096,13.450829694606364,13.541456296035088,13.401096790870419
35,13.46792406366067,13.454211411929224,13.467794733329676,13.455246827801457,13.461897900258423,13.469782261123182,13.373637168813264
36,13.470673722117906,13.45407965444238,13.468767892529955,13.463415951465954,13.447385713264346,13.483581888626562,13.385711454642472
37,13.479421785216314,13.447158842638135,13.463260664358735,13.541740271214396,13.456118672970682,13.463413504638476,13.37710887732706
38,13.4614240164191,13.450187486115377,13.46871292651724,13.483442622145638,13.454292701576138,13.454312552712626,13.341243863816606
39,13.458826549140737,13.511580145962537,13.466938360091065,13.455152849853505,13.465944515129552,13.477062658398179,13.33249884007615
40,13.61250886883214,13.465253220453858,13.525900412776041,13.477186058928725,13.468039193703094,13.453681724346708,13.428670050252462
41,13.471039359312504,13.533588178506122,13.490814080549637,13.495688316440908,13.529061899808934,13.478974583566421,13.37585585036804
42,13.486741670351476,13.48467861161707,13.60564147027419,13.545332421957514,13.452480301005068,13.45686279412941,13.378753551989561
43,13.462756769357947,13.521696165316273,13.465896836472675,13.486230887934333,13.524634842502419,13.455740327002946,13.366681267557432
44,13.46140097397007,13.440844590645982,13.469563677043887,13.47312035373249,13.469220128846588,13.455435483060777,13.354697880542139
45,13.472527701878455,13.451641630902886,13.473058261682745,13.449131187083898,13.517584501793376,13.47714360437612,13.34464434116939
46,13.457794828562067,13.466375573690748,13.45919411377795,13.463962506823474,13.465710002645151,13.470355964903254,13.335073896866758
47,13.539688270110403,13.455414227026747,13.453814264188987,13.455336244960083,13.535170588222332,13.45703082857118,13.395046400350052
48,13.465293854241958,13.45341306054336,13.516117887719767,13.466026925911429,13.470698032765883,13.471328040058259,13.355922522692708
49,13.531512044334319,13.467776510638883,13.4598627453777,13.475100197225343,13.451594694336876,13.46306703459029,13.341880057733507
50,13.447557996859308,13.49697355860495,13.474248252015329,13.465537506366381,13.473608995551709,13.465223820668179,13.330475522693945
51,13.568684668507892,13.45787863385724,13.570684454756789,13.535134891599883,13.469723136571469,13.471017400920159,13.32392573602125
52,13.497050517707132,13.459226883905009,13.505447365687926,13.485839865808375,13.492735958977137,13.456425546508749,13.330036198835355
53,13.481808244376444,13.475776822797721,13.492824686340988,13.486386559429578,13.510659361978295,13.478493052018806,13.35257225132198
54,13.506280882547843,13.466281913823448,13.470300907096826,13.501993070164463,13.526815210987348,13.460140953896568,13.336641734649428
55,13.45095900832233,13.47024421590101,13.478913938541664,13.484919144744753,13.461930821985705,13.459553439449053,13.321367904943415
56,13.504131381349405,13.449008578956127,13.509055578768718,13.503438059565612,13.456492348453263,13.486981520674192,13.341348669948056
57,13.443501651563682,13.508097446401138,13.454423659014749,13.466321498200763,13.479539724115515,13.55631471238518,13.330502600704087
58,13.465722976234508,13.453439633461414,13.485092958482214,13.498163063358282,13.461730499241733,13.507619956761365,13.33764494176791
59,13.462814698158763,13.47878317614738,13.460200443602865,13.508285553261638,13.473365325278836,13.488619538832456,13.35110199828213
60,13.466235872465884,13.456615861841943,13.472383643200853,13.501074912214186,13.507591044574976,13.499661974682008,13.334750540098874
61,13.5233219430577,13.468637596171815,13.467026339589385,13.457097408240427,13.480593624904285,13.450775558588095,13.337289128188974
62,13.473617975265253,13.483656110625947,13.49497446970339,13.469248145600549,13.506947576159146,13.487119705578777,13.332015974947252
63,13.470542294569546,13.453968187648337,13.473340186200105,13.472886006983696,13.531679273229791,13.470802762580105,13.344203237958485
64,13.457037643248448,13.50051588215842,13.463925215454307,13.469751153778285,13.455918542669387,13.460274350638501,13.358690158940385
65,13.499609955367864,13.493943045689724,13.454899812400575,13.470493559885771,13.461376329419902,13.476366661698092,13.350410187675152
66,13.483292921180837,13.47699372303346,13.45667561378167,13.47591887099389,13.50124545660778,13.475382935952162,13.351143457893748
67,13.4999669826217,13.46836675419705,13.458410507429857,13.460301472762135,13.468932690164772,13.459484987924109,13.366677706017624
68,13.502922917619115,13.464668586724903,13.456148046363843,13.477066447886406,13.445770400991663,13.460657378768316,13.346169539171504
69,13.446780876090983,13.453326235729968,13.447067447632318,13.473907903426792,13.448082457511687,13.466833222693065,13.367256071483483
70,13.465226989302785,13.525646656863625,13.469345225945581,13.489505461739842,13.46405103257089,13.465809213290225,13.341026099633892
71,13.460354006051086,13.462818720774026,13.49109644613252,13.469870178335812,13.487138498286019,13.45805384235573,13.3319509951449
72,13.452813432564959,13.533857713424135,13.454471455938881,13.510845082223415,13.528084236362483,13.518554749228526,13.345103120571002
73,13.480267538132845,13.476049337052274,13.471079283443046,13.475010711557465,13.452367517191917,13.466200012061279,13.345344027084531
74,13.463903356317198,13.477729019370628,13.473971858142642,13.466713611606973,13.541202739525353,13.550848289289046,13.336878384414828
75,13.46489470144082,13.46477202524501,13.472041237109806,13.486389013114618,13.462812466757605,13.454653124779929,13.349006022092187
76,13.469203202373814,13.45033491860726,13.477902967558707,13.45118170388136,13.471196458874271,13.473197629263625,13.339419929247116
77,13.503462700953008,13.46062321504741,13.523069757268765,13.515121067160973,13.509392196276924,13.463642911920324,13.333153981348733
78,13.544427893518936,13.489618552964414,13.497235389572102,13.463506883251249,13.481524284575833,13.468978785114595,13.341729345775676
79,13.46644627131964,13.470493506655098,13.487198250590358,13.454975265776971,13.463693395109148,13.453604081239318,13.334759746704483
80,13.521943452086067,13.448204113044776,13.4812529806369,13.463409478173824,13.458147386750205,13.456025404052344,13.342610623389017
81,13.464469336384674,13.462689522812841,13.472012949258088,13.458117703515105,13.478413013635436,13.491382684765616,13.331011926327832
82,13.4833905212495,13.445016676640138,13.469192578944146,13.461828004145064,13.451741638323059,13.452109557554126,13.336278123435099
83,13.486970049428288,13.438331953532295,13.473626154595054,13.468471397144254,13.510320537641412,13.536840966359712,13.338224555469584
84,13.469366023986833,13.457400197957643,13.453424998696427,13.475304569450673,13.454516254214104,13.507795332127717,13.325797468235484
85,13.476468631788157,13.49228234771313,13.4697421150296,13.47188538035797,13.536093956958037,13.503712877775076,13.35377752804989
86,13.47261933796457,13.53591830536211,13.470642308824463,13.469755468250485,13.474618256737944,13.462193286306457,13.331131298628636
87,13.474704920413439,13.487205157732824,13.481221700151451,13.458442244493403,13.46305534294364,13.458058411227306,13.416208326713647
88,13.467875414960552,13.48217094484903,13.488646446458064,13.48480199932889,13.470530771565391,13.45692569873645,13.345909721102565
89,13.461912566812709,13.47894889563811,13.462216275028652,13.490601479666541,13.458058217653539,13.47773174016364,13.335567252895794
90,13.457837273884564,13.5136515787167,13.4618970152291,13.502466107394314,13.494581712426152,13.463156899970723,13.344275344980183
91,13.472392376403324,13.461282131365733,13.459449875692139,13.488807338505286,13.456325545181986,13.458847361750667,13.337787853906164
92,13.468009114817251,13.486700366553851,13.457641361464747,13.464206979868468,13.471657283308216,13.47894025574904,13.373299856690224
93,13.463439093850786,13.451321427352493,13.450600785624003,13.467563863706076,13.468519176273373,13.480738344676094,13.338214175683913
94,13.461775951352436,13.45739271394373,13.455288838663837,13.487644822590052,13.47210711565381,13.559367811433273,13.34900677287858
95,13.47918950977642,13.464772913897644,13.464694538490148,13.514789099962218,13.448591078294442,13.495692658876068,13.364360913046635
96,13.52722482449375,13.470185576990014,13.455915686676745,13.480352743021678,13.468151069687446,13.48372513872292,13.334355087261182
97,13.48294299685466,13.451031136818928,13.459775046734372,13.476967391217128,13.463169013427803,13.466594729441917,13.338543490880168
98,13.550862517897505,13.462633550982689,13.497133251877269,13.445963154521305,13.467516133849276,13.459285751297838,13.343651445783442
99,13.477032438247464,13.46109927050909,13.456159532291348,13.459181219103746,13.45289523176197,13.472698872586944,13.328461932559497
100,13.460930628021247,13.464834145317786,13.561303296762286,13.450324756678892,13.466999086775584,13.46829594297614,13.352511367733824
101,13.448839125938946,13.487887168674497,13.468680992791196,13.461815793532413,13.488859020480653,13.456800800063414,13.350933837924153
102,13.477139740627958,13.471499666016083,13.468251407239586,13.510341979771386,13.451043576821684,13.531220906734932,13.347500496854773
103,13.454465957391076,13.534230099010514,13.466889990916709,13.460609721599146,13.456369193623773,13.54446436360525,13.358227963140466
104,13.47780018451973,13.473321406348608,13.49430223862175,13.470958514022408,13.484588706848212,13.51112583723222,13.358792388688308
105,13.51927344349795,13.542914363421033,13.450522183947033,13.466928480149246,13.491216445706087,13.457183316963027,13.339384367431048
106,13.471187869858463,13.555540587868077,13.46353727603634,13.480509078198345,13.453997599660884,13.45846492794971,13.368873736878857
107,13.535853367579403,13.474036909090355,13.4702404409952,13.482309005855583,13.507976717785699,13.508624409278156,13.408926756934495
108,13.455806618228088,13.477355416247155,13.503847936299163,13.455167053295533,13.482335462142014,13.48313218480302,13.345797816818347
109,13.581322876431747,13.463849248515908,13.467507947169942,13.482693037325284,13.46052424411755,13.462025540810078,13.330243737311568
110,13.505198065461357,13.452638732564868,13.457973040297395,13.4654505772423,13.472257983136922,13.525984122159192,13.321789707840187
111,13.460212728062412,13.455704723510426,13.51038782173628,13.472691295825177,13.480846346678678,13.460537210347596,13.353223162885989
112,13.472246498669497,13.467236099366332,13.483500372054289,13.452277066684793,13.46126483497792,13.507242021399783,13.356145795012825
113,13.463847666069865,13.46662541885674,13.455482053274988,13.497715130650205,13.461265972562833,13.46336496377876,13.345520380984759
114,13.444978720593731,13.462578725039727,13.465352750142571,13.469386143768904,13.500787980908528,13.468397992831655,13.345310413778993
115,13.456889260767959,13.469919782068347,13.47363951150002,13.461585935123964,13.484829675318906,13.459620790645015,13.36303596140002
116,13.472095406834036,13.480006379824365,13.4573780128262,13.447638884064508,13.48999708558456,13.45768965068087,13.335030810640193
117,13.481989087469643,13.460258551549632,13.472125176443718,13.466246536753372,13.463633683030727,13.471983810473699,13.349275107975117
118,13.147241873110877,13.45374885632284,13.483653480350739,13.449763003133937,13.49244900732371,13.472642103907187,13.336318319169804
119,13.46693314952543,13.476764230066212,13.511158183373045,13.472053122276208,13.463404545091326,13.464950181549648,13.359047467904398
120,13.466673060441156,13.473681392674335,13.474527417653938,13.455778782104607,13.497036704254569,13.521829565757653,13.346573080989765
121,13.456161866512849,13.47278260218096,13.461860575145343,13.455274397125235,13.482113790696486,13.471905766772107,13.322372877161717
122,13.476482223863481,13.562550763337407,13.460082688766997,13.466861445086309,13.4566193258469,13.466435022632824,13.326517871977297
123,13.463711940858047,13.461854288622504,13.481424816644983,13.469972970486152,13.47520798538602,13.487767344437074,13.368192849453074
124,13.539209377438063,13.473272181272739,13.480762056243373,13.481022932660766,13.458904014359229,13.479839136562775,13.342244982229547
125,13.455934385676635,13.450786539601395,13.462108180233278,13.458747385541908,13.469268194905249,13.459638138872805,13.340980350815691
126,13.52883458669507,13.467911717915442,13.519081642925041,13.510494435710367,13.453632380467607,13.469062210426898,13.338814482709394
127,13.479023017355939,13.493360357054742,13.479984986748779,13.479791106981459,13.453053131934489,13.470163810898782,13.336991756201488
128,13.49284417022136,13.455456320955419,13.477427788360975,13.485377693700604,13.465705573796294,13.467049546037336,13.374625560996588
129,13.489110896380618,13.459003823885462,13.464878323314478,13.491378314138856,13.483559601017042,13.471696279325057,13.334975320631639
130,13.532475451558595,13.486341761127813,13.47512613148545,13.45069708108413,13.65129348258162,13.47049111097958,13.385693582177861
131,13.45709193978971,13.459134015742224,13.454057063481537,13.459363506257533,13.455936009197263,13.465272367907454,13.352874893020372
132,13.47490577134653,13.465492363662227,13.464222928302595,13.479980741107836,13.554278608440422,13.448049973737216,13.362032602480845
133,13.461634467112367,13.451462231473066,13.504849546019221,13.473771309364121,13.468787791088921,13.458264961868059,13.349142033920856
134,13.462363518127706,13.459285390651784,13.461161468241597,13.502385161296464,13.522596078380245,13.457524391840211,13.327679249204929
135,13.458434006880736,13.467399895640789,13.467437925266102,13.518026367342099,13.45288999727834,13.486863768836484,13.35398534773849
136,13.455256402168656,13.540900550405961,13.464341523439623,13.4801401755556,13.489218095039716,13.463414824308595,13.32896592973196
137,13.471275149439462,13.465551587708527,13.495646646032343,13.461137062700466,13.530658051894513,13.470896138734883,13.37874339158414
138,13.48646543967654,13.459786903953413,13.471443671929883,13.477509560004576,13.482672551501542,13.452723894329043,13.359420440668007
139,13.471650069826747,13.465252579050604,13.53542485269322,13.455542184903287,13.459032329366774,13.449571541750338,13.358200235592667
140,13.458463929903461,13.46620134729147,13.448049836900552,13.507931626706617,13.519967921577393,13.468052682237234,13.339881512137596
141,13.537646656167926,13.48678865919658,13.539373309279327,13.560159225428709,13.464005682177376,13.462657000167994,13.379456137507688
142,13.470213571766392,13.470173403931781,13.512894926509587,13.482299660712947,13.465134481578135,13.469373465258162,13.369613462622045
143,13.488729130313033,13.480899553153431,13.542371177971829,13.478531397738728,13.45347825357737,13.462614860855973,13.366869520579465
144,13.530969963652081,13.45002458278602,13.45154940058128,13.449351545174373,13.472177998846163,13.492936863514828,13.344988332572626
145,13.4689267343299,13.457411084854277,13.53557877716818,13.454340898100753,13.457460518624634,13.451164790856652,13.358565105512971
146,13.522265547372866,13.51991118671256,13.455688433501637,13.46600385643635,13.500686912689126,13.475048321732553,13.338030023909873
147,13.451399785100948,13.505787307777442,13.50762459996622,13.467604196579893,13.481015777293592,13.4644641358722,13.353709860891803
148,13.49498552592611,13.477819853879511,13.465019843756455,13.456537581298267,13.490410104736453,13.476005450969563,13.334038712611887
149,13.473375420788303,13.554957910174272,13.489979749365244,13.465713144656037,13.475327113022562,13.46692752646003,13.340058833669872
150,13.516489967520116,13.47066759079462,13.46290038030385,13.454888035289011,13.451528133527376,13.460089634737699,13.367106655578594
151,13.493255492554512,13.451249999734573,13.474951418966056,13.458885182726895,13.464128402090864,13.446684402795508,13.342914997777902
152,13.463730778650614,13.46811735874368,13.457152843303513,13.4674023549743,13.45152636383404,13.521941944274586,13.35230480261636
153,13.468773753225104,13.452169477233896,13.457007940349403,13.45204375932878,13.492591527990998,13.48575971942162,13.331917747448198
154,13.479989634127357,13.454085634002462,13.460255691165337,13.52830234101112,13.54551053223596,13.472065152724738,13.32644709009165
155,13.449018287389306,13.46804399401485,13.464903561407933,13.466277741948142,13.46927624396258,13.465671692770673,13.362931296465453
156,13.481160421370994,13.468955005527475,13.467245109187207,13.466664616632508,13.522552638645516,13.46258077957551,13.344755315035814
157,13.474370485777035,13.476183949944796,13.501244129566244,13.501287533645286,13.485589345752494,13.459792027816874,13.3569988972852
158,13.453486734490609,13.458923172902782,13.496680281530832,13.457739954851101,13.465336833057227,13.456191770866512,13.364359684620053
159,13.470455891703722,13.457773691463284,13.523629986027954,13.461377476583934,13.46243095713202,13.45033748500282,13.371873818521621
160,13.495346194238403,13.467435154530918,13.452408089535776,13.452632409496466,13.488250998059288,13.473053639315767,13.322734902848723
161,13.478709889733931,13.473187471939019,13.484543900680263,13.4906476358762,13.465561614569044,13.470233721108176,13.337659578130813
162,13.46688057498238,13.457516486539738,13.478441531741758,13.4566861367831,13.461608228178463,13.488593984724256,13.331219688097015
163,13.45807903470844,13.475192079698667,13.468106807349947,13.476726719585713,13.539363604308338,13.456362475754926,13.351851485542255
164,13.471659927586792,13.473777921652655,13.477505628215615,13.460388827449176,13.492779137458653,13.461390777513385,13.349678400958423
165,13.547238534088013,13.481510952932993,13.472366900985595,13.455486070485785,13.467509406903991,13.463980922684074,13.352253745574039
166,13.465092195295728,13.451891601594165,13.456132199381246,13.463335914631607,13.462429330621147,13.457629255710403,13.372037318026647
167,13.462912221909267,13.480392719116994,13.469831236458383,13.461720650326694,13.46519136963226,13.48270304845157,13.3696061421677
168,13.451991413581883,13.474726171422052,13.485563658798114,13.51746125884587,13.452564658368937,13.470259322031866,13.339643784028944
169,13.471943901703925,13.489589087594068,13.459336602793075,13.46570190907619,13.456939809957287,13.46216969713685,13.353396508265286
170,13.500441026033368,13.484973194873659,13.476085183465388,13.528691939664306,13.447877330013783,13.462757337110117,13.366665712632937
171,13.465055434157373,13.45999964720686,13.453068338019074,13.454595229909987,13.456008984731277,13.445800713769627,13.335833987485152
172,13.478218555816449,13.466001606473233,13.460966308884789,13.453739401089726,13.448611513633049,13.463928017201368,13.374321014062735
173,13.52273174676788,13.518776135520543,13.455611482704525,13.448504082737257,13.483421831003856,13.478243632389932,13.35132152016554
174,13.472362937430619,13.470604967064922,13.46532605955284,13.559389362768735,13.463797979457537,13.466775906198658,13.370413058638805
175,13.455590296651703,13.464368829577463,13.472123898789286,13.471400648504263,13.465111073203152,13.480465570227942,13.328716441438534
176,13.465933610026724,13.518849247263978,13.455068028465146,13.467349376030732,13.472948586646234,13.451002108456334,13.339695141885663
177,13.45883193036425,13.572039117346518,13.46661975652096,13.462519629066577,13.464019140938763,13.472468660689424,13.424927624282194
178,13.466996135377558,13.482543781012296,13.489680357869481,13.527799885113025,13.471220182395074,13.469923598455964,13.367964726865525
179,13.507296523118624,13.509599936979823,13.46394311053888,13.469435517209583,13.45250140298088,13.529643204947234,13.385280332078924
180,13.451754118461395,13.52999986210605,13.483792286703363,13.475650285955286,13.458511619803728,13.463856555935694,13.3615723568378
181,13.534975085547426,13.486123102325713,13.51981357401749,13.480349998713704,13.506190232049907,13.522745105902898,13.34815436828439
182,13.467741205377504,13.48354278927995,13.480599454238545,13.480396591301076,13.457184793181252,13.483137963127577,13.352613647758263
183,13.467207966358634,13.469372076117201,13.464057124384912,13.468416671614396,13.45727847360354,13.471119177636458,13.342237958584214
184,13.447097430918598,13.49344369472377,13.46363157584588,13.475092421629233,13.463475209628232,13.447157355447766,13.350857449302449
185,13.160766921211966,13.485791757791535,13.464186653749087,13.544949309318326,13.508730956529734,13.45098194338777,13.353862843034788
186,13.535283316893503,13.468054414369865,13.50032052687509,13.506218587147305,13.453018813916248,13.466969645676901,13.339551124462625
187,13.471187714205124,13.467967201137915,13.464056969426107,13.489886180532864,13.464537760001374,13.463328671613475,13.326500281466403
188,13.464435222507454,13.520759842508939,13.504640201140194,13.468774166869466,13.46495274002105,13.460200927832862,13.348697210618294
189,13.452202728640755,13.495623355246382,13.462446691144025,13.460693216973683,13.453909045477397,13.466791740674292,13.353435717211106
190,13.525800375083461,13.466577555209865,13.468555861136643,13.49595489205583,13.46699584990344,13.449470141663449,13.367533639580943
191,13.472898346529343,13.536163857957813,13.468450352076209,13.456913984596031,13.468302429762902,13.49796875733789,13.342397430200363
192,13.466097955604084,13.458932444036472,13.4762906256977,13.450185061632423,13.45347389506898,13.544602502542547,13.339788354956312
193,13.489574815704254,13.557515671715606,13.468577186256415,13.48595666336827,13.48212221511011,13.470634419126435,13.33324403982144
194,13.467409439319978,13.470167942703004,13.459573366599622,13.460418651509565,13.473058396352222,13.539160175194963,13.367023287410849
195,13.469429209116614,13.47626289375429,13.476165443064644,13.459107243355596,13.48496624291921,13.467574400301556,13.349402147073066
196,13.472946583349723,13.461564560538857,13.45880441894033,13.46154458007682,13.548131748353365,13.461915955025702,13.374245782008627
197,13.466657148825238,13.455845359948464,13.465902295640204,13.451340390852186,13.525143126044888,13.48362753878138,13.340650052372599
198,13.46439815683267,13.571443359114696,13.457481232552556,13.4666170257926,13.473229836130747,13.46676767670922,13.388090566531057
199,13.505281263307902,13.4881823883201,13.465833033145872,13.463140734067187,13.467883214249975,13.472761057245313,13.33429110536538
200,13.469243468076689,13.46219598259055,13.454665269643302,13.45657588597457,13.455214224295458,13.472445015068166,13.358927130282623
201,13.478218110451941,13.46730419235304,13.520817413608079,13.475358543789014,13.46043219409464,13.456415823470568,13.415078676272184
202,13.468612584196263,13.46553421298624,13.476229433833389,13.4653425012175,13.461061205087695,13.46658583564125,13.409669911952689
203,13.485107017530828,13.470643019093666,13.485679579728515,13.467911446911282,13.47544727376476,13.461610851118573,13.352011960723903
204,13.456579831770622,13.459639789756853,13.449326049249386,13.467426020508865,13.469278779264307,13.469931951776147,13.35022381016612
205,13.470489515967202,13.468608483219752,13.44996698730532,13.51451013116911,13.472588764070068,13.527437815131853,13.344192763071275
206,13.45347085807356,13.448125191326254,13.456765501393471,13.475096583859296,13.469662088903133,13.4711845095756,13.34890691324859
207,13.45738997801533,13.477802410775563,13.476260227508376,13.482782828314463,13.585876463022782,13.45711912239017,13.347160737278871
208,13.459522083480376,13.517723031698027,13.497452356816503,13.45548803106835,13.48127802470373,13.475134442157344,13.364319287708263
209,13.469665745463688,13.505093948636903,13.489504641753388,13.453117402349832,13.456068112952634,13.460607488689945,13.333665127462009
210,13.47375009946595,13.531168010352411,13.530385346003575,13.453491541506722,13.464374420704088,13.541090056865709,13.38587209906103
211,13.502198834322625,13.493186560265254,13.457273531300947,13.465863099782728,13.482432510532439,13.469996069760295,13.41309635040746
212,13.473109627288533,13.47814931445429,13.44390839347546,13.522971776679391,13.450091454494977,13.462062846215908,13.362042107017478
213,13.470513971344102,13.472570859157248,13.448521310290555,13.50157376184198,13.478260073710931,13.46813806229341,13.343385946074733
214,13.478025561286369,13.46029709992907,13.463305415353737,13.49682862368878,13.465262300243136,13.459284886555048,13.423421360382111
215,13.503128311500419,13.471617225662571,13.454347827825229,13.48293244940904,13.464440651618643,13.470367951262975,13.325106033582939
216,13.484024965198943,13.475370082398179,13.527187363738195,13.463587493235478,13.495673704555026,13.451020291455091,13.367709883820732
217,13.46292282322119,13.520479445696576,13.47363350086147,13.454540825858713,13.477895258617588,13.510133504305966,13.349813186931192
218,13.454748086466221,13.45738833139604,13.465287564271595,13.469634883451509,13.468282814859645,13.459501076729735,13.336230733915931
219,13.475688310606404,13.533408334340434,13.455573964173206,13.451998523457908,13.496956101896474,13.496371481097537,13.366617456520443
220,13.47492725121649,13.451858941222309,13.486627871573438,13.461596196993021,13.46595792957535,13.48623476445605,13.352629109157714
221,13.490262819809839,13.538893296617783,13.462023035664577,13.519327834164724,13.478841999563388,13.535003838926555,13.338055897281738
222,13.529189510836499,13.461820333987708,13.470652140309568,13.480972424816107,13.488210873160279,13.485097205242608,13.34965779601247
223,13.473462267891039,13.524129251388134,13.483433531130665,13.459451621650718,13.5330956056898,13.46152501963242,13.362720465047053
224,13.47125495453598,13.452235796958208,13.49094276078837,13.451497085929848,13.45382197711221,13.461788337614154,13.353887241822202
225,13.479186303701251,13.463393155110534,13.435029701638735,13.634802485542604,13.451932165256935,13.456774441885528,13.351532740384107
226,13.532005314581562,13.486557559807085,13.4573638148827,13.449679574995068,13.498467255401424,13.467677843873156,13.359569910929538
227,13.485626400127309,13.468591135779862,13.465498760519782,13.484618364219553,13.448969472907716,13.496472431617557,13.360523470501649
228,13.491945940603735,13.465415193529568,13.480288307841867,13.467542305966374,13.461798535831738,13.46780099946959,13.351882372987923
229,13.576774941342883,13.462131602699403,13.492982671583537,13.454374746470945,13.464644371478819,13.46495305977855,13.367583320209757
230,13.497739729315043,13.515390639874386,13.476901620485586,13.449452312372392,13.458970719239675,13.451365032714792,13.357521831536898
231,13.503521858760854,13.471950985403964,13.489571069232653,13.453458399285097,13.448345133388182,13.482250680887374,13.354784667989938
232,13.457413463662379,13.458590327732498,13.503972204687772,13.459550463450608,13.466294439452467,13.467581351869041,13.345465037902118
233,13.473587312590098,13.457741682571125,13.46326265963586,13.48668894517608,13.535945634886623,13.466408113539684,13.421175017021364
234,13.468777716571,13.499117085889214,13.510273946913426,13.45037114424957,13.468443586773704,13.491420216602739,13.364363678741734
235,13.472624355543637,13.536092526307097,13.519296229738277,13.45102494668495,13.46569371320447,13.491818123834207,13.336446580017451
236,13.478348957952345,13.534840696675703,13.477021661303239,13.460693479157285,13.478406327718636,13.46823694122443,13.35614384145988
237,13.485455232412555,13.481654872799059,13.475167102340142,13.45328814351419,13.462543388016057,13.529344067323255,13.35666593215475
238,13.470256952599156,13.474426941910293,13.457126451992663,13.456567747970578,13.46824183076457,13.480797663713805,13.321663375658915
239,13.45604353939579,13.460028717105278,13.460683585445164,13.529400039250497,13.504085833586519,13.485895525505766,13.355350704359356
